morning_temperature,morning_salinity,morning_pH,long_cycle,total_seed,area,size,num_of_harvest
3.367295829986474,3.1780538303479458,2.1860512767380946,4.727387818712341,13.247532402693976,8.51097389160232,4.170533700579647,1.6094379124341003
3.367295829986474,3.1780538303479458,2.1860512767380946,4.804021044733257,13.247532402693976,8.51097389160232,4.174387269895637,1.6094379124341003
3.367295829986474,3.1780538303479458,2.1860512767380946,3.6888794541139363,12.056707994374293,6.685860947068359,5.860786223465866,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.553876891600541,12.765691290604371,7.901377353792616,4.499809670330265,1.9459101490553132
3.367295829986474,3.1780538303479458,2.1860512767380946,4.553876891600541,12.25486757159303,6.93828448401696,4.702296896718814,1.791759469228055
3.367295829986474,3.1780538303479458,2.186051276738094,4.787491742782046,12.282380695736345,7.1316985104669115,4.274680021044426,2.0794415416798357
3.367295829986474,3.1780538303479458,2.186051276738094,4.787491742782046,12.335024191649753,7.1785454837637,4.1713056033582285,2.3978952727983707
3.367295829986474,3.1780538303479458,2.1860512767380946,4.7535901911063645,12.10545088421952,6.947937068614969,4.170533700579647,1.6094379124341003
3.367295829986474,3.1780538303479458,2.1860512767380946,4.6913478822291435,12.360341889756967,7.201170883281678,4.30181030081708,1.9459101490553132
3.367295829986474,3.1780538303479458,2.186051276738094,4.787491742782046,12.489174243607845,7.340186835320116,4.215086179918229,2.3978952727983707
3.367295829986474,3.1780538303479458,2.1860512767380946,3.970291913552122,11.51293546492023,5.966146739123692,4.9858871244070615,1.3862943611198906
3.367295829986474,3.1780538303479458,2.1860512767380946,4.0943445622221,12.899222326086994,6.90875477931522,5.327876168789581,1.0986122886681098
3.367295829986474,3.1780538303479458,2.186051276738094,4.663439094112067,12.317117474822327,7.893572073504902,3.5263605246161616,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.663439094112067,12.317117474822327,7.776954403322441,3.7376696182833684,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.663439094112067,12.270534601236688,8.037543185118697,3.6375861597263857,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.4657359027997265,12.036179534643145,9.680406499268875,5.802118375377063,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.4339872044851463,12.611541086966117,6.90875477931522,6.2166061010848646,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.442651256490317,12.043559598368038,6.398594934535208,4.343805421853684,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,3.5263605246161616,12.64605833589727,8.476579508530941,5.8111409929767,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.007333185232471,11.289794413577894,6.90875477931522,5.303304908059076,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.605170185988092,11.498268575626595,7.824445930877619,4.060443010546419,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.713572066704308,10.308985993422084,7.601402334583733,5.655991810819852,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.6443908991413725,11.51293546492023,7.601402334583733,4.23410650459726,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.6375861597263857,11.407576060361786,6.439350371100098,5.707110264748875,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.58351893845611,11.407576060361786,6.439350371100098,5.993961427306569,0.6931471805599453
3.367295829986474,3.1780538303479458,2.186051276738094,3.970291913552122,11.58989576532275,6.439350371100098,5.2094861528414205,1.0986122886681098
3.367295829986474,3.1780538303479458,2.186051276738094,3.9318256327243257,12.10071768541247,6.90875477931522,5.303304908059076,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,3.8066624897703196,11.654433707761807,6.685860947068359,5.3706380281276624,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.6375861597263857,9.392745258631441,6.90875477931522,5.993961427306569,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.430816798843313,12.072546967175038,7.313886831633462,4.02535169073515,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.174387269895637,12.072546967175038,7.313886831633462,4.31748811353631,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.174387269895637,12.072546967175038,12.953947092640469,4.564348191467836,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.04305126783455,11.090583744605611,7.496097345175956,5.017279836814924,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.5217885770490405,10.673618922112436,5.993961427306569,4.283586561860629,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.5217885770490405,10.673618922112436,5.993961427306569,4.248495242049359,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,3.4965075614664802,12.036179534643145,7.3783837129967145,6.90875477931522,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.219507705176107,11.034905792929415,5.5053315359323625,4.51085950651685,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.784189633918261,11.156264806643742,6.55250788703459,5.361292165709425,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.007333185232471,11.225256725762893,6.00388706710654,5.081404364984462,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.0943445622221,12.206077645517674,8.366602832783736,4.543294782270004,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.713572066704308,9.615872144528891,6.90875477931522,5.860786223465866,0.6931471805599453
3.367295829986474,3.1780538303479458,2.186051276738094,3.9512437185814275,11.510432359764517,7.00397413672268,4.875197323201151,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.970291913552122,11.356283350762887,6.90875477931522,5.942799375126701,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.871201010907891,11.106474871430772,6.90875477931522,5.303304908059076,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.6109179126442243,11.695255355062793,6.439350371100098,5.5254529391317835,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.927253685157205,12.434709083283979,7.3783837129967145,3.974058396347599,1.791759469228055
3.367295829986474,3.1780538303479458,2.1860512767380946,4.9487598903781675,12.826651821423713,7.783640596221253,4.048051278251256,2.0794415416798357
3.367295829986474,3.1780538303479458,2.1860512767380946,4.584967478670572,11.734475747705874,7.188412736496953,4.203032867972602,2.302585092994046
3.367295829986474,3.1780538303479458,2.1860512767380946,4.564348191467836,11.264476926102368,6.3784261836515865,4.174387269895637,2.302585092994046
3.367295829986474,3.1780538303479458,2.1860512767380946,4.060443010546419,12.77067881790081,7.234177179749849,4.820281565605037,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.02535169073515,12.883474008801294,7.569927655242651,4.722953221644475,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.04305126783455,12.948012371209098,7.647786045440933,4.840242308167575,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.04305126783455,12.307053082633972,7.00033446027523,4.653960350157523,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.02535169073515,13.000198003314573,7.696212639346407,4.77912349311153,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.04305126783455,12.879019669789754,7.581209826196346,4.749270529961849,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.499809670330265,12.730804133040662,7.901377353792616,4.171819874390391,2.5649493574615367
3.367295829986474,3.1780538303479458,2.1860512767380946,4.406719247264253,11.918397239722838,6.398594934535208,4.060443010546419,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.406719247264253,11.51293546492023,6.90875477931522,4.584967478670572,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.804021044733257,11.158690399249249,6.685860947068359,3.9889840465642745,1.791759469228055
3.367295829986474,3.1780538303479458,2.1860512767380946,4.804021044733257,11.158690399249249,6.685860947068359,3.92395157629342,1.791759469228055
3.367295829986474,3.1780538303479458,2.1860512767380946,4.852030263919617,11.251573687764479,6.685860947068359,3.8536874284151823,1.9459101490553132
3.367295829986474,3.1780538303479458,2.1860512767380946,4.852030263919617,11.251573687764479,6.685860947068359,3.58351893845611,1.6094379124341003
3.367295829986474,3.1780538303479458,2.1860512767380946,4.6913478822291435,11.248972939884327,6.685860947068359,3.901972669574645,1.6094379124341003
3.367295829986474,3.1780538303479458,2.1860512767380946,4.6913478822291435,11.248972939884327,6.685860947068359,3.901972669574645,1.6094379124341003
3.367295829986474,3.1780538303479458,2.1860512767380946,4.718498871295094,12.206077645517674,6.881411303642535,3.6635616461296463,1.0986122886681098
3.367295829986474,3.1780538303479458,2.186051276738094,4.564348191467836,11.711784520403112,6.970730078143525,4.33729074083249,1.6094379124341003
3.367295829986474,3.1780538303479458,2.1860512767380946,3.9889840465642745,12.10071768541247,6.90875477931522,5.212214667494624,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.127134385045092,12.611541086966117,7.111512116496157,5.420534999272286,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.912023005428146,12.206077645517674,6.698268054115412,5.225746673713202,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.02535169073515,12.206077645517674,6.698268054115412,5.030437921392435,1.3862943611198906
3.367295829986474,3.1780538303479458,2.1860512767380946,4.204692619390966,11.002116507732016,5.37989735354046,4.795790545596741,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.8918202981106265,11.407576060361786,5.739792912179234,5.375278407684165,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.07753744390572,11.775297421715827,6.601230118728877,5.5254529391317835,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.970291913552122,12.128116509451257,6.398594934535208,4.882801922586371,1.3862943611198906
3.367295829986474,3.1780538303479458,2.1860512767380946,3.8918202981106265,12.899222326086994,6.478509642208569,5.717027701406222,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,3.912023005428146,12.899222326086994,6.4692503167957724,5.814130531825066,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.553876891600541,11.225256725762893,5.707110264748875,4.2626798770413155,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.553876891600541,11.225256725762893,5.707110264748875,4.174387269895637,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.442651256490317,11.225256725762893,5.707110264748875,4.119037174812473,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.442651256490317,11.225256725762893,5.303304908059076,4.197201947661808,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.442651256490317,11.225256725762893,5.303304908059076,4.110873864173311,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.442651256490317,11.225256725762893,5.707110264748875,4.204692619390966,1.0986122886681098
3.367295829986474,3.1780538303479458,2.186051276738094,3.713572066704308,11.51293546492023,6.329720905522696,5.5254529391317835,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.787491742782046,13.170000496119895,6.90875477931522,4.72231809936209,2.0794415416798357
3.367295829986474,3.1780538303479458,2.1860512767380946,4.68213122712422,13.536789548323462,6.90875477931522,4.1588830833596715,1.0986122886681098
3.3887498613510934,3.05774155719865,2.2155737160044158,4.343805421853684,12.832120696056664,8.044947049617722,4.436751534363128,1.0986122886681098
3.3884260332243983,2.998517124648437,2.213522959069339,4.356708826689592,12.902417209009052,8.11522197256233,4.483002552013884,1.0986122886681098
3.367295829986474,3.1780538303479458,2.1860512767380946,4.356708826689592,12.957679753704559,8.170468578330674,4.477336814478207,0.6931471805599453
3.367295829986474,3.1780538303479458,2.1860512767380946,4.553876891600541,11.837339579477623,7.00033446027523,4.299550412849643,1.3862943611198906
3.367295829986474,3.1780538303479458,2.1860512767380946,4.6443908991413725,12.45699088422724,6.90875477931522,4.498419816041211,2.1972245773362196
3.367295829986474,3.1780538303479458,2.1860512767380946,4.007333185232471,11.51293546492023,6.587550014824797,5.449606814094262,1.3862943611198906
